idTeam,idESPN,idAPIfootball,intLoved,strTeam,strTeamAlternate,strTeamShort,intFormedYear,strSport,strLeague,idLeague,strLeague2,idLeague2,strLeague3,idLeague3,strLeague4,idLeague4,strLeague5,idLeague5,strLeague6,idLeague6,strLeague7,idLeague7,strDivision,idVenue,strStadium,strKeywords,strRSS,strLocation,intStadiumCapacity,strWebsite,strFacebook,strTwitter,strInstagram,strDescriptionEN,strDescriptionDE,strDescriptionFR,strDescriptionCN,strDescriptionIT,strDescriptionJP,strDescriptionRU,strDescriptionES,strDescriptionPT,strDescriptionSE,strDescriptionNL,strDescriptionHU,strDescriptionNO,strDescriptionIL,strDescriptionPL,strColour1,strColour2,strColour3,strGender,strCountry,strBadge,strLogo,strFanart1,strFanart2,strFanart3,strFanart4,strBanner,strEquipment,strYoutube,strLocked
133606,358,68,,Bolton Wanderers,"Bolton Wanderers Football Club, BWFC",BOL,1874,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,28826,Toughsheet Community Stadium,The Trotters,,"Horwich, Bolton, England",28723,www.bwfc.co.uk,www.facebook.com/officialbwfc/,twitter.com/OfficialBWFC,www.instagram.com/officialbwfc,"Bolton Wanderers Football Club is a professional football club based in Horwich, Bolton, England, which competes in League Two, the fourth tier of English football.

Formed as Christ Church Football Club in 1874, it adopted its current name in 1877 and was a founder member of the Football League in 1888. Bolton have spent more seasons, 73, than any other club in the top flight without winning the title. They finished third in the First Division in 1891–92, 1920–21 and 1924–25. Bolton won the FA Cup three times in the 1920s, and again in 1958. The club spent a season in the Fourth Division in 1987–88, before regaining top-flight status in 1995 and qualifying for the UEFA Cup twice; reaching the last 32 in 2005–06 and the last 16 in 2007–08.

The club played at Burnden Park for 102 years from 1895. On 9 March 1946, thirty-three Bolton fans lost their lives in a human crush, the Burnden Park disaster. In 1997, Bolton moved to the Reebok Stadium. The stadium was renamed the Macron Stadium in 2014 and University of Bolton Stadium in 2018.

Beginning in 2015, Bolton had been in severe financial difficulties, and went into administration in May 2019. Facing possible EFL expulsion and probable extinction, the club was acquired by new owners on 28 August 2019.",,,,"Il Bolton Wanderers Football Club, più semplicemente Bolton Wanderers o Bolton, è una società calcistica inglese con sede a Horwich, città del distretto metropolitano di Bolton, nella contea metropolitana di Greater Manchester. Milita nella Football League One, la terza divisione del calcio inglese.

Fondato nel 1874, membro fondatore della Football Association inglese, negli anni '20 vinse 3 Coppe d'Inghilterra, cui si aggiunge una vinta nel 1957-1958, stessa stagione in cui il club si aggiudicò la Supercoppa d'Inghilterra.

Il soprannome del club, The Trotters, riferito al ""trotterellare"", deriva dal continuo andare avanti e indietro dal campo di gioco ad una fattoria, dove spesso finivano i palloni calciati dagli atleti durante le partite, dal momento che il terreno di gioco non era protetto da alcuna recinzione.",,,,,,,,,,,,,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/yvxxrv1448808301.png,https://r2.thesportsdb.com/images/media/team/logo/ah9igu1508249502.png,https://r2.thesportsdb.com/images/media/team/fanart/76z9151528107136.jpg,https://r2.thesportsdb.com/images/media/team/fanart/j3iyek1528107187.jpg,https://r2.thesportsdb.com/images/media/team/fanart/5lpp4v1528107291.jpg,https://r2.thesportsdb.com/images/media/team/fanart/7sjqnz1528107235.jpg,https://r2.thesportsdb.com/images/media/team/banner/k17h8h1528107822.jpg,https://r2.thesportsdb.com/images/media/team/equipment/ma1efk1724507142.png,www.youtube.com/officialbwfc,unlocked
133607,350,61,,Wigan Athletic,"Wigan Athletic Football Club, WAFC",WIG,1932,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,15526,The Brick Community Stadium,Latics,http://www.wiganlatics.co.uk/common/rss/news-rss-feed.xml,"Wigan, Lancashire, England",25138,www.wiganlatics.co.uk,www.facebook.com/wiganathletic,www.twitter.com/LaticsOfficial,www.instagram.com/laticsofficial,"Wigan Athletic Football Club are an English professional association football club based in Wigan, Greater Manchester, England. They will play the 2020-21 season in League One, the third tier of English football. Founded in 1932, the club have played at the 25,000-seater DW Stadium since 1999, before which they played at Springfield Park. Their colours are blue and white stripes, although all-blue shirts have been common throughout the club's history. Wigan was elected to the Football League in 1978, and competed in the Premier League from 2005 to 2013.

Wigan won the 2012–13 FA Cup with a 1–0 victory against Manchester City at Wembley Stadium when Ben Watson scored the winning goal in stoppage time, and the club also reached the League Cup Final in 2006. They are three-time winners of League One (2003, 2016, and 2018) and twice winners of the EFL Trophy (1985 and 1999). They made their European debut in the 2013–14 UEFA Europa League.

On 1 July 2020, less than a month after a change of ownership, Wigan announced the club had gone into administration.",,,,,,,,,,,,,,,#1d59af,#ffffff,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/wtxwyw1448759640.png,https://r2.thesportsdb.com/images/media/team/logo/bfty3k1534961808.png,https://r2.thesportsdb.com/images/media/team/fanart/y6yrw71534960479.jpg,https://r2.thesportsdb.com/images/media/team/fanart/4nngsb1534960487.jpg,https://r2.thesportsdb.com/images/media/team/fanart/pbzthk1534960496.jpg,https://r2.thesportsdb.com/images/media/team/fanart/yslcg91534960506.jpg,https://r2.thesportsdb.com/images/media/team/banner/hbvtsr1534960773.jpg,https://www.thesportsdb.com/images/media/team/equipment/ykt4391760123284.png,www.youtube.com/wiganathletic,unlocked
133618,346,1356,,Blackpool,Blackpool FC,BLK,1887,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,16264,Bloomfield Road,"Seasiders, BFC",http://www.blackpoolfc.co.uk/common/rss/news-rss-feed.xml,"Seasiders Way, Blackpool, England",17338,www.blackpoolfc.co.uk,www.facebook.com/pages/Blackpool-FC/325701628880,www.twitter.com/Blackpoolfc,,"Blackpool Football Club is a professional association football club based in the seaside town of Blackpool, Lancashire, England. The team will compete in the Championship, the second tier of the English football league system, in 2021–22, having gained promotion from League One in 2020–21.

Founded in 1887, the club played home games at Raikes Hall and the Athletic Grounds before moving to Bloomfield Road in 1901.

The club were founder members of the Lancashire League in 1889 and were invited into the Football League Second Division in 1896. They failed re-election in 1899 but had their Football League membership reinstated the following year. Blackpool remained in the Second Division until they won the league title in 1929–30, though they were relegated after three seasons in the First Division. Promoted again in 1936–37, the club entered a golden period under the stewardship of long-time manager Joe Smith. Blackpool lost the 1948 and 1951 FA Cup finals before winning the competition in 1953, in the so-called ""Matthews Final"", in which they beat Bolton Wanderers 4–3, overturning a 3–1 deficit in the closing stages of the game. That same year, four Blackpool players were in the England team which lost against Hungary at Wembley. In the 1950s they had four top-six finishes in the First Division, with their best position being runners-up to Manchester United in 1955–56. In 1956, Stanley Matthews was the inaugural recipient of the Ballon d'Or.

Blackpool were relegated out of the First Division in 1967 and again in 1971 after winning promotion in 1969–70. They dropped into the fourth tier after suffering relegations in 1978 and 1981, then gained promotion in 1984–85. Between 1987 and 2019, the club was owned by the Oyston family. Nine years after buying the club, Owen Oyston was jailed for the 1992 rape and indecent assault of a 16-year-old girl. His wife, Vicki, took over the chairmanship of the club during her husband's three-year prison term. The couple's son, Karl, took over in 1999 and remained in the role for 19 years. In 2018, after the Oyston family was found, in a High Court judgement, to have operated an ""illegitimate stripping"" of the club, paying out £26.77 million to companies they owned, Owen relieved Karl of his role and gave it to his daughter, Natalie. In June 2019, Simon Sadler, a 49-year-old Blackpool-born businessman, bought a 96.2% share in the club, completely removing the Oyston family from any involvement.

During the long years of Oyston ownership, Blackpool were relegated into the fourth tier in 1990, promoted via the play-offs in 1992, then relegated again in 2000. Blackpool then gradually reached the Premier League after becoming the first club to gain promotion from every division of the Football League via the play-off system; they won the 2001 Third Division play-offs, 2007 League One play-offs and the 2010 Championship play-offs. They spent one season in the Premier League, under manager Ian Holloway, and later suffered a double relegation into League Two by 2016, though gained immediate promotion by winning the 2017 League Two play-off final.",,,,"l Blackpool Football Club, meglio noto semplicemente come Blackpool, è una società calcistica inglese con sede a Blackpool, nell'Inghilterra nord-occidentale. Milita nella Championship, la seconda divisione del calcio inglese.",,,,,,,,,,,#ff5f00,#FFFFFF,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/utywru1448754934.png,https://r2.thesportsdb.com/images/media/team/logo/m1w9iy1536250797.png,https://r2.thesportsdb.com/images/media/team/fanart/80m6mc1538056523.jpg,https://r2.thesportsdb.com/images/media/team/fanart/xvh7ts1538056545.jpg,https://r2.thesportsdb.com/images/media/team/fanart/a03xgq1538056569.jpg,https://r2.thesportsdb.com/images/media/team/fanart/njxbrb1538056584.jpg,https://r2.thesportsdb.com/images/media/team/banner/01u2qm1536863197.jpg,https://r2.thesportsdb.com/images/media/team/equipment/svuv0d1724775272.png,www.youtube.com/user/officialblackpoolfc,unlocked
133620,279,1354,,Doncaster Rovers,Doncaster Rovers Football Club,DNR,1879,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,21471,The Eco-Power Stadium,"Donny, Rovers",,"Doncaster, South Yorkshire",15231,www.doncasterroversfc.co.uk,www.facebook.com/doncasterroversfc,www.twitter.com/drfc_official,www.instagram.com/drfcofficial,"Doncaster Rovers Football Club is an English football club based in Doncaster, South Yorkshire. They play in League One, the third tier of the English football league system after relegation from The Championship in 2013–14.

The club was founded in 1879 and turned professional in 1885. Doncaster have spent the majority of their playing history between the third and fourth tiers of the English football league system and are one of four clubs to win the Division 3/League Two title three times.

The club's colours have traditionally been red and white. Their home strip is red and white hoops, which has been the main design of the club's home shirt since 2001.

The associated Doncaster Rovers Belles L.F.C. are one of the most successful women's clubs in English football.

Following promotion in 2012–13, manager Brian Flynn moved to become director of football at the club, with Paul Dickov becoming manager a few weeks later.",,,,,,,,,,,,,,,,,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/ssvpvx1424033260.png,https://r2.thesportsdb.com/images/media/team/logo/90c87g1536678708.png,https://r2.thesportsdb.com/images/media/team/fanart/mcig5r1539599235.jpg,https://r2.thesportsdb.com/images/media/team/fanart/sm9hfm1539599243.jpg,https://r2.thesportsdb.com/images/media/team/fanart/msyqrl1539599251.jpg,https://r2.thesportsdb.com/images/media/team/fanart/fglo721539599262.jpg,https://r2.thesportsdb.com/images/media/team/banner/tnirfj1536863321.jpg,https://www.thesportsdb.com/images/media/team/equipment/7y09n61759867035.png,www.youtube.com/channel/UCllNtBaf35q89ML6S759O2Q,unlocked
133630,397,747,,Barnsley,Barnsley Football Club,BRS,1887,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,18404,Oakwell,"Tykes, Barnsley, Reds",http://www.barnsleyfc.co.uk/common/rss/news-rss-feed.xml,Barnsley,23009,www.barnsleyfc.co.uk,www.facebook.com/barnsleyfootballclub,www.twitter.com/bfc_official,,"Barnsley Football Club is a professional association football club based in the town of Barnsley, South Yorkshire, England. The team play in the Championship, the second tier of the English football league system.
Barnsley Football Club nicknamed the Tykes, they were founded in 1887 by Reverend Tiverton Preedy under the name Barnsley St. Peter's. The club colours are red and white, and their home ground since 1888 has been Oakwell.",,,,,,,,,,,,,,,,,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/xvxsuv1447437855.png,https://r2.thesportsdb.com/images/media/team/logo/qpwyvu1447439467.png,https://r2.thesportsdb.com/images/media/team/fanart/xevrgk1527947202.jpg,https://r2.thesportsdb.com/images/media/team/fanart/strvpu1447440092.jpg,https://r2.thesportsdb.com/images/media/team/fanart/qnpbr01527947232.jpg,https://r2.thesportsdb.com/images/media/team/fanart/zxnugr1527947292.jpg,https://r2.thesportsdb.com/images/media/team/banner/rpxwvt1447440705.jpg,https://r2.thesportsdb.com/images/media/team/equipment/z42w6a1724788143.png,,unlocked
133631,342,1350,,Peterborough United,"Peterborough United Football Club, Peterboro",PTU,1934,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,16291,Weston Homes Stadium,"PUFC, The Posh",http://www.theposh.com/common/rss/news-rss-feed.xml,Peterborough,15315,www.theposh.com,www.facebook.com/theposhofficial,www.twitter.com/theposhofficial,,"Peterborough United Football Club is a professional football club in Peterborough, Cambridgeshire, England. The team compete in League One, the third tier of English football league system, but will compete in the Championship in the 2021–22 season following promotion. Peterborough have long-standing rivalries with nearby clubs Northampton Town, with whom they contest the Nene derby, and Cambridge United, with whom they contest the Cambridgeshire derby. They have spent their entire history at London Road Stadium and are nicknamed ""The Posh"".

Peterborough United formed in 1934 and joined the Midland League. Having won the Midland League title for five consecutive seasons from 1955–56, they were elected into the Football League in 1960. Peterborough immediately won the Fourth Division title in 1960–61, scoring a Football League record 134 goals. Relegated in 1968, they won another Fourth Division title in 1973–74, though suffered a further relegation in 1979. Peterborough were promoted back into the Third Division at the end of the 1990–91 season and reached the second tier with victory in the 1992 play-off final. However they returned to the fourth tier with relegations in 1994 and 1997.

Peterborough won the Third Division play-offs in 2000 under the stewardship of Barry Fry, though were relegated in 2005. They secured a place in the Championship after manager Darren Ferguson led them to consecutive promotions in 2007–08 and 2008–09 and spent three of the next four seasons in the second tier, winning a play-off final in 2011 after relegation the previous year. They were relegated back into League One in 2013, though went on to win the Football League Trophy in 2014.

In the 2020–21 season Peterborough were promoted back to the Championship, finishing runners-up after an eight year stay in League One, after coming back from 3–0 down to draw 3–3 against rivals Lincoln City, following a stoppage time penalty by Jonson Clarke-Harris.",,,,,,,,,,,,,,,,,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/tyxsvt1424033035.png,https://r2.thesportsdb.com/images/media/team/logo/db3auo1536780511.png,https://r2.thesportsdb.com/images/media/team/fanart/f0lp8x1539008502.jpg,https://r2.thesportsdb.com/images/media/team/fanart/u167a41539008573.jpg,https://r2.thesportsdb.com/images/media/team/fanart/e0xteh1539008581.jpg,https://r2.thesportsdb.com/images/media/team/fanart/vtudh31539008615.jpg,https://r2.thesportsdb.com/images/media/team/banner/plue6e1536937212.jpg,https://www.thesportsdb.com/images/media/team/equipment/702a041760035197.png,,unlocked
133633,338,53,1,Reading,Reading FC,RDG,1871,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,21616,Select Car Leasing Stadium,The Royals,http://www.getreading.co.uk/sport/?service=rss,"Reading, Berkshire",24161,www.readingfc.co.uk,www.facebook.com/readingfc,twitter.com/readingfc,www.instagram.com/readingfc,"Reading Football Club is an English professional football club, based in Reading, that plays in the Championship. The club competed in the 2012–13 Premier League season, having gained promotion at the end of the 2011–12 season, after winning the Championship. Reading is competing in the Championship again this season having been relegated after one year back in the top flight.

Reading are nicknamed The Royals, due to Reading's location in the Royal County of Berkshire, though they were previously known as The Biscuitmen, due to the town's association with Huntley and Palmers. Established in 1871, the club is one of the oldest teams in England, but did not join The Football League until 1920, and had never played in the top tier of English football league system before the 2006–07 season.

The club played at Elm Park for 102 years between 1896 to 1998. The club moved in 1998 to the new Madejski Stadium, which is named after the club's Co chairman Sir John Madejski.

The club holds the record for the number of successive league wins at the start of a season, with a total of 13 wins at the start of the 1985–86 Third Division campaign and also the record for the number of points gained in a professional league season with 106 points in the 2005–06 Football League Championship campaign. Reading finished eighth in their first ever season as a top flight club.",,,,"Il Reading Football Club, noto semplicemente come Reading, è una società calcistica inglese con sede nella città di Reading (Berkshire), militante in Football League Championship (seconda divisione inglese) dal 2013.

Fondato nel 1871, il club è uno dei più antichi d'Inghilterra, ma si unì alla Football League soltanto nel 1920. Dal 1896 al 1998 ha disputato le proprie partite casalinghe all'Elm Park, mentre dal 1999 gioca al Madejski Stadium.

I calciatori del Reading sono soprannominati The Royals (in italiano I Reali).",,,,,,,,,,,#004494,#FFFFFF,,Male,England,https://r2.thesportsdb.com/images/media/team/badge/tprvtu1448811527.png,https://r2.thesportsdb.com/images/media/team/logo/zocwcp1548156693.png,https://r2.thesportsdb.com/images/media/team/fanart/76h1me1548157397.jpg,https://r2.thesportsdb.com/images/media/team/fanart/rqqusx1420887962.jpg,https://r2.thesportsdb.com/images/media/team/fanart/uvssrp1420887973.jpg,https://r2.thesportsdb.com/images/media/team/fanart/uxutux1420711733.jpg,https://r2.thesportsdb.com/images/media/team/banner/yvvtsv1420712103.jpg,https://www.thesportsdb.com/images/media/team/equipment/jhknup1760098828.png,www.youtube.com/user/OfficialReadingFC,unlocked
133637,347,43,,Cardiff City,Cardiff City Football Club,CDF,1899,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,16372,Cardiff City Stadium,,,"Cardiff, Wales",33280,www.cardiffcityfc.co.uk,www.facebook.com/cardiffcityfc,twitter.com/cardiffcityfc,www.instagram.com/cardiffcityfc,"Cardiff City Football Club is a professional football club based in Cardiff, Wales that competes in the English football league system. The club played in the Premier League for the first time in the 2013–14 season, at the end of which they were relegated. They play their home games at the Cardiff City Stadium, after moving from Ninian Park in 2009.

The club was founded as Riverside A.F.C. in 1899 and is the only club from outside England to have won the FA Cup, which they won in 1927. The club won the Football League Championship title in the 2012–13 season and were promoted to the top flight for the first time in 51 years. This followed two lost national cup finals, the 2008 FA Cup Final against Portsmouth and the 2012 Football League Cup Final against Liverpool, the latter being settled by a penalty shootout.

In 2012, Cardiff City was rebranded by the club's Malaysian owner, Vincent Tan. This included a controversial change of the club's home colours from blue to red.

Riverside A.F.C. was formed in 1899 as a way of keeping players from the Riverside Cricket Club together and in shape during the winter months. Their first season saw them playing friendlies against local sides at their Sophia Gardens ground, but in 1900 they joined the Cardiff & District League for their first competitive season. In 1905 Cardiff was granted city status by King Edward VII, and as a result the club put in a request to change their name to Cardiff City, but the request was turned down as they were deemed to be not playing at a high enough level. To combat this they arranged to join the South Wales Amateur League in 1907 and the following year they were granted permission to change the name of the club to Cardiff City.

Interest in the club began to rise during this time, but they were forced to turn down the opportunity to join the newly formed Southern League Second Division due to the lack of facilities at their Sophia Gardens ground. Over the next two years Cardiff welcomed many of Britain's top sides to Cardiff, including Middlesbrough, Bristol City and Crystal Palace, with the matches being played at various grounds in Cardiff and nearby towns. The club would eventually move into their new ground, Ninian Park, in 1910. The club made its first signing the following year with the acquisition of Jack Evans from fellow Welsh club Cwmparc FC.

With the new ground in place, Cardiff joined the Southern League Second Division, and Bartley Wilson was quick to hire the club's first manager in Davy McDougall, who became player-manager. Their first match was a 2–1 defeat to Aston Villa, in which new signing Evans scored the only Cardiff goal. They went on to finish in fourth place in their first year in the league. They stayed in the division for the next decade, apart from when the league was suspended due to the outbreak of World War I.",,,,"Il Cardiff City Football Club (Clwb Pêl-droed Dinas Caerdydd in gallese), noto semplicemente come Cardiff City o anche solo come Cardiff, è una società calcistica gallese con sede nella città di Cardiff che, tuttavia, disputa da lungo tempo le divisioni del campionato inglese di calcio. Milita nel Football League Championship, la seconda divisione del campionato inglese.

Non avendo mai giocato nel campionato gallese di calcio, il Cardiff non ha mai rappresentato il Galles né nella Coppa dei Campioni né nella UEFA Champions League. Per le numerose vittorie in Coppa del Galles ha, invece, partecipato a 14 edizioni della Coppa delle Coppe (record), di cui 5 consecutive (dalla stagione 1967-1968 a quella 1971-1972, primato condiviso coi finlandesi del Lahden Reipas). Il risultato migliore ottenuto in tale competizione è stata la semifinale disputata nella stagione 1967-1968.[1]",,,,,,,,,,,#0070B5,#FFFFFF,#D11524,Male,Wales,https://r2.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,https://r2.thesportsdb.com/images/media/team/logo/0pq7br1509012499.png,https://r2.thesportsdb.com/images/media/team/fanart/oemc6t1532296005.jpg,https://r2.thesportsdb.com/images/media/team/fanart/l4xe2a1532296068.jpg,https://r2.thesportsdb.com/images/media/team/fanart/ms1uyr1532296104.jpg,https://r2.thesportsdb.com/images/media/team/fanart/den10j1532296146.jpg,https://r2.thesportsdb.com/images/media/team/banner/oh7e6v1532296336.jpg,https://www.thesportsdb.com/images/media/team/equipment/i142vg1759602753.png,www.youtube.com/user/BluebirdsPlayer,unlocked
133836,307,1357,,Plymouth Argyle,Plymouth Argyle Football Club,PLA,1886,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,31034,Home Park,The Pilgrims,,"Plymouth, Devon, England",17800,www.pafc.co.uk,,,,"Plymouth Argyle Football Club is a professional association football club based in the city of Plymouth, Devon, England. The team competes in the EFL Championship, the second level of the English football league system. The club has played at Home Park since 1901. 

The club takes its nickname, ""The Pilgrims"", from an English religious group that left Plymouth for the New World in 1620. The club crest features the Mayflower, the ship that carried the pilgrims to Massachusetts. The club has predominantly played in yellow and white throughout their history, with a few exceptions in the late 1960s and early 1970s when white was the colour of choice. A darker shade of green, described (by some) as 'Argyle green', was adopted in the 2001–02 season, and has been used ever since. The city of Plymouth is the largest in England never to have hosted top-flight football. They are the most southerly and westerly League club in England and the only professional club named Argyle.

Originally founded simply as Argyle in 1886, the club turned professional and entered both the Southern League and Western League as Plymouth Argyle in 1903. They won the Western League title in 1904–05 and the Southern League title in 1912–13, before winning election into the Football League Third Division in 1920. Finishing as runners-up on six consecutive occasions, they eventually won promotion as Third Division South champions under the long-serving management of Bob Jack in 1929–30. A 20-year stay in the Second Division ended in 1950, though they returned again as Third Division South champions in 1951–52. After another relegation in 1956 they again proved too strong for the third tier, winning the Third Division title not long after in 1958–59.

Argyle were relegated out of the Second Division in 1968, 1977 and 1992, having won promotion out of the Third Division as runners-up in 1974–75 and 1985–86. They were relegated into the fourth tier for the first time in 1995, and though they would win immediate promotion in 1995–96, they were relegated again in 1998. Promoted as champions under Paul Sturrock with 102 points in 2001–02, they secured a record fifth third tier league title in 2003–04, and would remain in the Championship for six seasons until administration and two successive relegations left them in League Two by 2011. In 2016–17 Argyle won promotion to League One, and again in 2019–20 following relegation the previous season.",,,,,,,,,,,,,,,#005045,#FFFFFF,#004f3e,Male,England,https://r2.thesportsdb.com/images/media/team/badge/wod5cj1689630278.png,https://r2.thesportsdb.com/images/media/team/logo/rpqvrs1423806117.png,https://r2.thesportsdb.com/images/media/team/fanart/jzqgbe1512736445.jpg,https://r2.thesportsdb.com/images/media/team/fanart/hfxiqu1512736588.jpg,https://r2.thesportsdb.com/images/media/team/fanart/kv64sr1512736599.jpg,https://r2.thesportsdb.com/images/media/team/fanart/unb2h01512736617.jpg,https://r2.thesportsdb.com/images/media/team/banner/lmip4s1512487332.jpg,https://www.thesportsdb.com/images/media/team/equipment/fomsd01760037578.png,,unlocked
133888,301,1359,,Luton Town,Luton Town Football Club,LUT,1885,Soccer,English League 1,4396,FA Cup,4482,EFL Cup,4570,EFL Trophy,4847,,,,,,,,18407,Kenilworth Road,The Hatters,,"Kenilworth Road, Luton",10356,www.lutontown.co.uk/page/Welcome,en-gb.facebook.com/LutonTown,twitter.com/lutontown,www.instagram.com/ltfc_official,"Luton Town Football Club is a professional association football club based in the town of Luton, Bedfordshire, England, that competes in the Championship, the second tier of the English football league system.
Founded in 1885, it is nicknamed ""the Hatters"" and affiliated to the Bedfordshire County Football Association. The club's history includes major trophy wins, several financial crises, numerous promotions and relegations, and some spells of sustained success. It was perhaps most prominent between 1982 and 1992, when it was a member of English football's top division, at that time the First Division; the team won its only major honour, the Football League Cup, in 1988.",,,,,,,,,,,,,,,#f2922f,#1b4695,#ffffff,Male,England,https://r2.thesportsdb.com/images/media/team/badge/v977eh1681319466.png,https://r2.thesportsdb.com/images/media/team/logo/0mwfv71536679991.png,https://r2.thesportsdb.com/images/media/team/fanart/xv4qzy1539267193.jpg,https://r2.thesportsdb.com/images/media/team/fanart/ye0rnl1539267201.jpg,https://r2.thesportsdb.com/images/media/team/fanart/zxd7931539267208.jpg,https://r2.thesportsdb.com/images/media/team/fanart/bt3qko1706801319.jpg,https://r2.thesportsdb.com/images/media/team/banner/3550921536937234.jpg,https://r2.thesportsdb.com/images/media/team/equipment/8a9cv41693931543.png,www.youtube.com/user/OfficialLutonTown,unlocked
